"","Name","City","State","Zip","URL","Latitude","Longitude","ADMrate","Ownership","Citytype","SAT","AvgCost","Major_agriculture","Major_NatureResource","Major_Architecture","Major_CS","Major_Edu","Major_Engineering","Major_Bio","Major_MathStat","Major_Psychology","Major_SocialScience","Major_Business","Major_History"
"1747","Western Michigan University-Thomas M. Cooley Law School","Lansing","MI","48901","www.cooley.edu","42.731","-84.554429","NULL",2,"12","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"1748","Twin City Beauty College","Saint Joseph","MI","49085","WWW.TCBEAUTYCOLLEGE.COM","42.071099","-86.47655","NULL",3,"23","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"1749","Walsh College of Accountancy and Business Administration","Troy","MI","48083-5066","www.walshcollege.edu","42.573888","-83.147197","NULL",2,"13","NULL",NA,"0","0","0","1","0","0","0","0","0","0","2","0"
"1750","Washtenaw Community College","Ann Arbor","MI","48105-4800","www.wccnet.edu","42.26361","-83.66559","NULL",1,"21","NULL",9168,"0","0","0","0","0","0","0","0","0","0","0","0"
"1751","Wayne County Community College District","Detroit","MI","48226","www.wcccd.edu","42.327299","-83.054497","NULL",1,"11","NULL",10717,"0","0","0","0","0","0","0","0","0","0","0","0"
"1752","Wayne State University","Detroit","MI","48202","www.wayne.edu","42.358994","-83.068998","0.8146",1,"11","1086",22276,"0","1","0","1","1","1","1","1","1","1","1","1"
"1753","West Shore Community College","Scottville","MI","49454-0277","www.westshore.edu","44.008512","-86.336122","NULL",1,"42","NULL",8868,"0","0","0","0","0","0","0","0","0","0","0","0"
"1754","Paul Mitchell the School-Grand Rapids","Kentwood","MI","49512-1781","paulmitchell.edu/grandrapids","42.910707","-85.596605","NULL",3,"21","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"1755","Western Michigan University","Kalamazoo","MI","49008-5200","https://wmich.edu/","42.282194","-85.613759","0.8231",1,"13","1030",23598,"0","1","1","1","1","1","1","1","1","1","1","1"
"1756","Western Theological Seminary","Holland","MI","49423-3622","www.westernsem.edu","42.786246","-86.10324","NULL",2,"13","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"1757","Wright Beauty Academy","Battle Creek","MI","49015","wba.edu","42.308774","-85.19696","NULL",3,"13","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"1758","Academy College","Bloomington","MN","55431-1411","www.academycollege.edu","44.855722","-93.299809","NULL",3,"13","NULL",33845,"0","0","0","1","0","0","0","0","0","0","2","0"
"1759","Alexandria Technical & Community College","Alexandria","MN","56308","www.alextech.edu","45.873107","-95.372369","NULL",1,"33","NULL",17504,"0","0","0","0","0","0","0","0","0","0","0","0"
"1760","American Indian OIC Inc","Minneapolis","MN","55404-2221","www.aioic.org","44.961993","-93.246155","NULL",2,"11","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"1761","Anoka Technical College","Anoka","MN","55303","www.anokatech.edu","45.216709","-93.416087","NULL",1,"21","NULL",16683,"0","0","0","0","0","0","0","0","0","0","0","0"
"1762","Anoka-Ramsey Community College","Coon Rapids","MN","55433-3470","www.anokaramsey.edu","45.172978","-93.351697","NULL",1,"21","NULL",14831,"0","0","0","0","0","0","0","0","0","0","0","0"
"1763","Augsburg University","Minneapolis","MN","55454","www.augsburg.edu","44.966307","-93.240436","0.4514",2,"11","1031",47914,"0","1","0","1","1","0","1","1","1","1","1","1"
"1764","Riverland Community College","Austin","MN","55912-1473","www.riverland.edu","43.676271","-92.995626","NULL",1,"32","NULL",13072,"0","0","0","0","0","0","0","0","0","0","0","0"
"1765","Northwest Technical College","Bemidji","MN","56601-4907","www.ntcmn.edu","47.452652","-94.853974","NULL",1,"33","NULL",16440,"0","0","0","0","0","0","0","0","0","0","0","0"
"1766","Bemidji State University","Bemidji","MN","56601","www.bemidjistate.edu","47.482341","-94.874119","0.6408",1,"33","1030",19540,"0","1","0","1","2","0","1","1","2","1","2","1"
"1767","Bethany Lutheran College","Mankato","MN","56001","www.blc.edu","44.166649","-93.990805","0.8049",2,"13","1080",34722,"0","0","0","0","1","0","1","1","1","1","1","1"
"1768","Bethel University","Saint Paul","MN","55112","https://www.bethel.edu","45.057655","-93.161663","0.8237",2,"21","1125",47083,"0","2","0","1","1","1","1","1","1","2","2","1"
"1769","Bethel Seminary-St Paul","Saint Paul","MN","55112","https://www.bethel.edu","45.060071","-93.16318","NULL",2,"21","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"1770","Central Lakes College-Brainerd","Brainerd","MN","56401-3900","WWW.CLCMN.EDU","46.345863","-94.214266","NULL",1,"33","NULL",16868,"0","0","0","0","0","0","0","0","0","0","0","0"
"1771","Carleton College","Northfield","MN","55057-4001","www.carleton.edu","44.462318","-93.154666","0.2262",2,"32","1413",64420,"0","1","0","1","0","0","1","1","1","1","0","1"
"1772","Concordia College at Moorhead","Moorhead","MN","56562","https://www.concordiacollege.edu","46.862482","-96.76749","0.6502",2,"22","NULL",45918,"0","1","0","1","1","0","1","1","1","1","1","1"
"1773","Concordia University-Saint Paul","Saint Paul","MN","55104-5494","www.csp.edu","44.949759","-93.154861","0.5726",2,"11","NULL",31499,"0","0","0","1","1","0","1","1","2","1","2","1"
"1774","Dakota County Technical College","Rosemount","MN","55068-2999","www.dctc.edu/","44.737255","-93.07805","NULL",1,"41","NULL",15869,"0","0","0","0","0","0","0","0","0","0","0","0"
"1775","Martin Luther College","New Ulm","MN","56073-3965","www.mlc-wels.edu","44.30526","-94.472326","0.8328",2,"32","1109",24020,"0","0","0","0","1","0","0","0","0","0","0","0"
"1776","Lake Superior College","Duluth","MN","55811-3399","www.lsc.edu","46.78455","-92.145151","NULL",1,"13","NULL",15722,"0","0","0","0","0","0","0","0","0","0","0","0"
"1777","Cosmetology Careers Unlimited College of Hair Skin and Nails","Duluth","MN","55802","www.ccucollege.net","46.785596","-92.100581","NULL",3,"13","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"1778","Duluth Business University","Duluth","MN","55807","www.dbumn.edu","46.741732","-92.157675","NULL",3,"13","NULL",28634,"0","0","0","0","0","0","0","0","0","0","2","0"
"1779","Minnesota State Community and Technical College","Fergus Falls","MN","56537-1000","www.minnesota.edu","46.289194","-96.097321","NULL",1,"33","NULL",14412,"0","0","0","0","0","0","0","0","0","0","0","0"
"1780","Minnesota West Community and Technical College","Granite Falls","MN","56241","www.mnwest.edu","44.80755","-95.56172","NULL",1,"33","NULL",14379,"0","0","0","0","0","0","0","0","0","0","0","0"
"1781","Gustavus Adolphus College","Saint Peter","MN","56082-1498","WWW.GUSTAVUS.EDU","44.323626","-93.972196","0.648",2,"31","NULL",52768,"0","1","0","1","1","0","1","1","1","1","1","1"
"1782","Hamline University","Saint Paul","MN","55104-1284","www.hamline.edu","44.966246","-93.164479","0.703",2,"11","1104",47506,"0","1","0","0","1","0","1","1","1","1","1","1"
"1783","Hazelden Betty Ford Graduate School of Addiction Studies","Center City","MN","55012-0011","www.hazeldenbettyford.edu","45.375319","-92.805285","NULL",2,"41","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"1784","Hennepin Technical College","Brooklyn Park","MN","55445","www.hennepintech.edu","45.096534","-93.397759","NULL",1,"21","NULL",16479,"0","0","0","0","0","0","0","0","0","0","0","0"
"1785","Cosmetology Careers Unlimited College of Hair Skin and Nails","Hibbing","MN","55746","www.ccucollege.net","47.419562","-92.922728","NULL",3,"33","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"1786","Hibbing Community College","Hibbing","MN","55746","www.hibbing.edu","47.422361","-92.921698","NULL",1,"33","NULL",13603,"0","0","0","0","0","0","0","0","0","0","0","0"
"1787","Aveda Institute-Minneapolis","Minneapolis","MN","55414","aveda.edu/minneapolis","44.987863","-93.253713","NULL",3,"11","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"1788","Inver Hills Community College","Inver Grove Heights","MN","55076-3224","https://www.inverhills.edu","44.828599","-93.055255","NULL",1,"21","NULL",14938,"0","0","0","0","0","0","0","0","0","0","0","0"
"1789","Itasca Community College","Grand Rapids","MN","55744-3397","www.itascacc.edu/","47.241919","-93.49555","NULL",1,"33","NULL",16235,"0","0","0","0","0","0","0","0","0","0","0","0"
"1790","The Art Institutes International-Minnesota","Minneapolis","MN","55402","www.artinstitutes.edu/minneapolis","44.975884","-93.276527","NULL",3,"11","NULL",NA,"0","0","0","1","0","0","0","0","0","0","1","0"
"1791","Luther Seminary","Saint Paul","MN","55108-1496","https://www.luthersem.edu","44.984629","-93.196422","NULL",2,"11","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"1792","Macalester College","Saint Paul","MN","55105-1899","www.macalester.edu","44.938565","-93.168053","0.371",2,"11","1378",61853,"0","1","0","1","1","0","1","1","1","1","0","1"
"1793","South Central College","North Mankato","MN","56003-1920","www.southcentral.edu","44.174319","-94.047428","NULL",1,"13","NULL",15166,"0","0","0","0","0","0","0","0","0","0","0","0"
"1794","Minnesota State University-Mankato","Mankato","MN","56001","www.mnsu.edu","44.146712","-93.99945","0.6249",1,"13","1029",18844,"1","1","0","1","1","1","1","1","1","1","2","1"
"1795","Mayo Clinic School of Medicine","Rochester","MN","55905","www.mayo.edu/mayo-clinic-school-of-medicine","44.02215","-92.466428","NULL",2,"12","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"1796","Mayo Clinic School of Health Sciences","Rochester","MN","55905","www.mayo.edu/mshs/","44.022784","-92.466656","NULL",2,"12","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"1797","Argosy University-Twin Cities","Eagan","MN","55121","www.argosy.edu/twincities/","44.837291","-93.173867","NULL",3,"13","NULL",21412,"0","0","0","1","0","0","0","0","1","0","1","0"
"1798","Mesabi Range College","Virginia","MN","55792","www.mesabirange.edu","47.524561","-92.549092","NULL",1,"33","NULL",11709,"0","0","0","0","0","0","0","0","0","0","0","0"
"1799","Metropolitan State University","Saint Paul","MN","55106-5000","www.metrostate.edu","44.957256","-93.074361","1",1,"11","NULL",21538,"0","0","0","1","1","0","1","1","1","1","2","1"
"1800","University of Minnesota-Twin Cities","Minneapolis","MN","55455-0213","https://twin-cities.umn.edu","44.972851","-93.235464","0.4441",1,"11","1288",25370,"1","1","1","2","2","2","1","1","1","1","2","1"
"1801","University of Minnesota-Crookston","Crookston","MN","56716-5001","https://www.crk.umn.edu/","47.802536","-96.606188","0.6817",1,"32","1026",22641,"1","1","0","0","1","1","1","0","1","0","2","0"
"1802","Minneapolis Business College","Roseville","MN","55113-0000","minneapolisbusinesscollege.edu","45.006831","-93.173041","NULL",3,"21","NULL",21183,"0","0","0","0","0","0","0","0","0","0","0","0"
"1803","Minneapolis College of Art and Design","Minneapolis","MN","55404","MCAD.EDU","44.956988","-93.274705","0.6525",2,"11","1069",46596,"0","0","0","0","0","0","0","0","0","0","1","0"
"1804","Minneapolis Community and Technical College","Minneapolis","MN","55403-1779","www.minneapolis.edu","44.972679","-93.284507","NULL",1,"11","NULL",17744,"0","0","0","0","0","0","0","0","0","0","0","0"
"1805","Herzing University-Minneapolis","Minneapolis","MN","55428-3548","www.herzing.edu","45.056259","-93.366502","1",3,"21","NULL",25945,"0","0","0","0","0","0","0","0","0","0","2","0"
"1806","Minnesota School of Cosmetology-Woodbury Campus","WOODBURY","MN","55125","www.msccollege.edu","44.924692","-92.973998","NULL",3,"21","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"1807","University of Minnesota-Duluth","Duluth","MN","55812","www.d.umn.edu/","46.817126","-92.084385","0.7655",1,"13","1110",23611,"0","1","0","1","1","1","1","1","2","1","2","1"
"1808","University of Minnesota-Morris","Morris","MN","56267","www4.morris.umn.edu/","45.589829","-95.901756","0.5806",1,"33","1145",23319,"0","1","0","1","1","0","1","1","1","1","1","1"
"1809","Model College of Hair Design","Saint Cloud","MN","56301-4332","www.modelcollegeofhairdesign.com","45.55773","-94.159447","NULL",3,"13","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"1810","Minnesota State University Moorhead","Moorhead","MN","56563","www.mnstate.edu/","46.867153","-96.759532","0.5961",1,"22","1049",19628,"0","1","0","1","1","0","1","1","1","1","2","1"
"1811","North Hennepin Community College","Brooklyn Park","MN","55445","www.nhcc.edu","45.106937","-93.374536","NULL",1,"21","NULL",13623,"0","0","0","0","0","0","0","0","0","0","0","0"
"1812","National American University-Roseville","Roseville","MN","55113-4035","www.national.edu/locations/campuses/roseville/","45.009443","-93.162659","NULL",3,"21","NULL",18707,"0","0","0","2","0","0","0","0","0","0","2","0"
"1813","Sanford-Brown College-Mendota Heights","Mendota Heights","MN","55120","sanfordbrown.edu/mendota-heights","44.86486","-93.163872","NULL",3,"21","NULL",NA,"0","0","0","1","0","0","0","0","0","0","1","0"
"1814","Normandale Community College","Bloomington","MN","55431-4399","www.normandale.edu","44.829706","-93.331673","NULL",1,"13","NULL",16311,"0","0","0","0","0","0","0","0","0","0","0","0"
"1815","North Central University","Minneapolis","MN","55404-1391","www.northcentral.edu","44.968625","-93.261511","0.6608",2,"11","1029",32289,"0","0","0","0","2","0","0","1","1","0","1","0"
"1816","Northland Community and Technical College","Thief River Falls","MN","56701","www.northlandcollege.edu","48.124969","-96.162366","NULL",1,"33","NULL",15667,"0","0","0","0","0","0","0","0","0","0","0","0"
"1817","University of Northwestern-St Paul","Saint Paul","MN","55113-1598","https://www.unwsp.edu","45.033703","-93.167822","0.8692",2,"21","1104",40638,"0","0","0","1","1","1","1","1","2","1","2","1"
"1818","Northwestern Health Sciences University","Bloomington","MN","55431","www.nwhealth.edu","44.850963","-93.311222","NULL",2,"13","NULL",27954,"0","0","0","0","0","0","1","0","0","0","0","0"
"1819","Oak Hills Christian College","Bemidji","MN","56601-8834","www.oakhills.edu","47.425836","-94.901503","0.1636",2,"33","874",27621,"0","0","0","0","0","0","0","0","1","0","1","0"
"1820","Pine Technical & Community College","Pine City","MN","55063","www.pine.edu","45.818667","-92.968283","NULL",1,"33","NULL",15998,"0","0","0","0","0","0","0","0","0","0","0","0"
"1821","Rainy River Community College","International Falls","MN","56649","www.rainyriver.edu","48.590001","-93.431603","NULL",1,"33","NULL",12944,"0","0","0","0","0","0","0","0","0","0","0","0"
"1822","Rochester Community and Technical College","Rochester","MN","55904-4999","www.rctc.edu/","44.014488","-92.42321","NULL",1,"12","NULL",18898,"0","0","0","0","0","0","0","0","0","0","0","0"
"1823","College of Saint Benedict","Saint Joseph","MN","56374","www.csbsju.edu","45.561792","-94.319888","0.8774",2,"22","1134",53390,"0","1","0","1","1","0","1","1","1","1","1","1"
"1824","St Cloud Technical and Community College","Saint Cloud","MN","56303-1240","www.sctcc.edu","45.579065","-94.175841","NULL",1,"13","NULL",13101,"0","0","0","0","0","0","0","0","0","0","0","0"
"1825","Saint Cloud State University","Saint Cloud","MN","56301-4498","www.stcloudstate.edu","45.553227","-94.152657","0.8509",1,"13","991",18750,"0","1","0","1","1","1","1","1","1","1","1","1"
"1826","Saint Johns University","Collegeville","MN","56321","www.csbsju.edu","45.580075","-94.393621","0.8778",2,"41","1134",52168,"0","1","0","1","1","0","1","1","1","1","1","1"
"1827","Saint Mary's University of Minnesota","Winona","MN","55987-1399","www.smumn.edu","44.044736","-91.695449","0.7924",2,"32","1065",42399,"0","0","0","1","1","1","1","1","1","1","1","1"
"1828","St Olaf College","Northfield","MN","55057-1098","wp.stolaf.edu","44.461529","-93.182039","0.4476",2,"32","1279",54630,"0","1","0","1","1","0","1","1","1","1","0","1"
"1829","Crown College","Saint Bonifacius","MN","55375-9001","www.crown.edu","44.885393","-93.743019","0.5413",2,"41","1006",36652,"0","0","0","1","1","0","1","0","2","0","2","1"
"1830","The College of Saint Scholastica","Duluth","MN","55811-4199","www.css.edu","46.816082","-92.106134","0.6371",2,"13","1086",45373,"0","0","0","1","1","0","1","1","1","1","1","1"
"1831","University of St Thomas","Saint Paul","MN","55105-1078","www.stthomas.edu","44.943439","-93.188986","0.8266",2,"11","1204",50515,"0","1","0","1","1","1","1","1","1","1","1","1"
"1832","Empire Beauty School-Bloomington","Bloomington","MN","55420-4232","www.empire.edu","44.82746","-93.287367","NULL",3,"13","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"1833","St Catherine University","Saint Paul","MN","55105","https://www.stkate.edu","44.924926","-93.183761","0.9083",2,"11","1032",47059,"0","1","0","1","1","0","1","1","1","1","1","1"
"1834","Rasmussen College-Minnesota","St. Cloud","MN","56301-3713","rasmussen.edu","45.548117","-94.206254","NULL",3,"13","NULL",21236,"0","0","0","2","0","0","0","0","0","0","2","0"
"1835","Saint Paul College","Saint Paul","MN","55102-9808","https://www.saintpaul.edu","44.949186","-93.109646","NULL",1,"11","NULL",17452,"0","0","0","0","0","0","0","0","0","0","0","0"
"1836","Southwest Minnesota State University","Marshall","MN","56258-5468","www.smsu.edu","44.45373","-95.759548","0.5419",1,"33","967",19703,"1","1","0","1","1","0","1","1","1","1","1","1"
"1837","Summit Academy Opportunities Industrialization Center","Minneapolis","MN","55405","WWW.SAOIC.ORG","44.983569","-93.292776","NULL",2,"11","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"1838","United Theological Seminary of the Twin Cities","New Brighton","MN","55112-2598","www.unitedseminary.edu","45.058244","-93.226","NULL",2,"21","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"1839","Vermilion Community College","Ely","MN","55731","www.vcc.edu/","47.905184","-91.837777","NULL",1,"33","NULL",15096,"0","0","0","0","0","0","0","0","0","0","0","0"
"1840","Dunwoody College of Technology","Minneapolis","MN","55403-1192","www.dunwoody.edu","44.97281","-93.290608","0.674",2,"11","NULL",30993,"0","0","0","1","0","1","0","0","0","0","1","0"
"1841","Ridgewater College","Willmar","MN","56201","www.ridgewater.edu","45.138313","-95.07305","NULL",1,"33","NULL",16341,"0","0","0","0","0","0","0","0","0","0","0","0"
"1842","Minnesota State College Southeast","Winona","MN","55987","www.southeastmn.edu","44.024554","-91.618318","NULL",1,"32","NULL",17166,"0","0","0","0","0","0","0","0","0","0","0","0"
"1843","Winona State University","Winona","MN","55987-5838","www.winona.edu","44.046159","-91.643723","0.5975",1,"32","1049",21334,"0","0","0","1","1","1","1","1","1","1","1","1"
"1844","Mitchell Hamline School of Law","Saint Paul","MN","55105-3076","www.mitchellhamline.edu","44.94202","-93.138224","NULL",2,"11","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"1845","Century College","White Bear Lake","MN","55110","https://www.century.edu","45.041823","-92.982105","NULL",1,"21","NULL",12573,"0","0","0","0","0","0","0","0","0","0","0","0"
"1846","Alcorn State University","Alcorn State","MS","39096-7500","www.alcorn.edu","31.877216","-91.142854","0.7844",1,"43","892",21664,"1","0","0","1","1","0","1","1","1","1","1","1"
"1847","Belhaven University","Jackson","MS","39202","www.belhaven.edu","32.318415","-90.169228","0.4256",2,"12","NULL",32528,"0","0","0","0","1","0","1","1","1","1","2","1"
"1848","Blue Mountain College","Blue Mountain","MS","38610-9509","www.bmc.edu","34.67209","-89.02924","0.9686",2,"42","972",19569,"0","0","0","0","1","0","1","1","2","0","2","1"
"1849","Chris Beauty College","Gulfport","MS","39501","www.chrisbeautycollege.edu","30.382294","-89.077391","NULL",3,"13","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"1850","Coahoma Community College","Clarksdale","MS","38614","www.coahomacc.edu/","34.254417","-90.568469","NULL",1,"41","NULL",7727,"0","0","0","0","0","0","0","0","0","0","0","0"
"1851","Antonelli College-Jackson","Jackson","MS","39232","www.antonellicollege.edu","32.328918","-90.12297","NULL",3,"41","NULL",27388,"0","0","0","0","0","0","0","0","0","0","0","0"
"1852","Copiah-Lincoln Community College","Wesson","MS","39191","www.colin.edu","31.69272","-90.400234","NULL",1,"42","NULL",9419,"0","0","0","0","0","0","0","0","0","0","0","0"
"1853","Delta Beauty College","Greenville","MS","38703","deltabeautyschool.com","33.398819","-91.036701","NULL",3,"33","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"1854","Delta State University","Cleveland","MS","38733","www.deltastate.edu","33.744745","-90.735365","0.8941",1,"33","1028",18317,"0","0","0","0","1","0","1","1","1","1","1","1"
"1855","East Central Community College","Decatur","MS","39327-0129","www.eccc.edu","32.441164","-89.113706","NULL",1,"42","NULL",10139,"0","0","0","0","0","0","0","0","0","0","0","0"
"1856","East Mississippi Community College","Scooba","MS","39358-0158","www.eastms.edu/","32.830246","-88.483516","NULL",1,"43","NULL",10521,"0","0","0","0","0","0","0","0","0","0","0","0"
"1857","Fosters Cosmetology College","Ripley","MS","38663-0066","www.fosters.edu","34.755677","-88.942133","NULL",3,"41","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"1858","Academy of Hair Design-Grenada","Grenada","MS","38901","www.academyofhair.com/grenada-campus","33.775198","-89.825313","NULL",3,"41","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"1859","Hinds Community College","Raymond","MS","39154","www.hindscc.edu","32.256109","-90.416118","NULL",1,"31","NULL",9602,"0","0","0","0","0","0","0","0","0","0","0","0"
"1860","Holmes Community College","Goodman","MS","39079","www.holmescc.edu","32.969985","-89.915803","NULL",1,"42","NULL",10065,"0","0","0","0","0","0","0","0","0","0","0","0"
"1861","Itawamba Community College","Fulton","MS","38843-1099","www.iccms.edu","34.276519","-88.412073","NULL",1,"33","NULL",10642,"0","0","0","0","0","0","0","0","0","0","0","0"
"1862","Jackson State University","Jackson","MS","39217","www.jsums.edu","32.296105","-90.207405","0.6332",1,"12","911",21670,"0","0","0","1","2","1","1","1","1","1","1","1"
"1863","Jones County Junior College","Ellisville","MS","39437","www.jcjc.edu","31.596936","-89.200895","NULL",1,"32","NULL",10252,"0","0","0","0","0","0","0","0","0","0","0","0"
"1864","Meridian Community College","Meridian","MS","39307-5801","www.meridiancc.edu","32.367355","-88.732823","NULL",1,"33","NULL",10226,"0","0","0","0","0","0","0","0","0","0","0","0"
"1865","Millsaps College","Jackson","MS","39210-0001","www.millsaps.edu","32.322746","-90.179957","0.5915",2,"12","1161",50357,"0","0","0","1","1","0","1","1","1","1","1","1"
"1866","Mississippi Delta Community College","Moorhead","MS","38761","www.msdelta.edu/","33.444906","-90.502053","NULL",1,"33","NULL",8048,"0","0","0","0","0","0","0","0","0","0","0","0"
"1867","University of Mississippi","University","MS","38677-1848","www.olemiss.edu","34.365529","-89.537434","0.783",1,"33","1155",23372,"0","0","0","1","2","1","1","1","1","1","1","1"
"1868","Mississippi University for Women","Columbus","MS","39701","www.muw.edu","33.493305","-88.418601","0.988",1,"33","1021",17193,"0","0","0","0","1","0","1","1","1","1","2","1"
"1869","Mississippi Valley State University","Itta Bena","MS","38941-1400","www.mvsu.edu","33.514142","-90.341274","0.8445",1,"33","825",20347,"0","0","0","1","1","0","1","1","0","1","1","1"
"1870","Mississippi College","Clinton","MS","39058","www.mc.edu","32.335515","-90.329821","0.4947",2,"21","1122",29759,"0","0","0","1","1","1","1","1","1","1","2","1"
"1871","Mississippi College of Beauty Culture","Laurel","MS","39440","hatfieldsinc.com","31.693316","-89.135405","NULL",3,"32","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"1872","Mississippi Gulf Coast Community College","Perkinston","MS","39573","https://www.mgccc.edu","30.780784","-89.142952","NULL",1,"42","NULL",12271,"0","0","0","0","0","0","0","0","0","0","0","0"
"1873","Mississippi State University","Mississippi State","MS","39762","www.msstate.edu","33.454852","-88.790139","0.5567",1,"33","1125",22818,"1","1","1","1","1","1","1","1","1","1","1","1"
"1874","Northeast Mississippi Community College","Booneville","MS","38829","www.nemcc.edu","34.668339","-88.562609","NULL",1,"33","NULL",12951,"0","0","0","0","0","0","0","0","0","0","0","0"
"1875","Northwest Mississippi Community College","Senatobia","MS","38668-1714","www.northwestms.edu","34.625532","-89.969525","NULL",1,"32","NULL",10336,"0","0","0","0","0","0","0","0","0","0","0","0"
"1876","Pearl River Community College","Poplarville","MS","39470","www.prcc.edu","30.844322","-89.543052","NULL",1,"43","NULL",6672,"0","0","0","0","0","0","0","0","0","0","0","0"
"1877","Rust College","Holly Springs","MS","38635","www.rustcollege.edu","34.776862","-89.446999","0.4686",2,"32","735",16093,"0","0","0","1","1","0","1","1","0","1","1","0"
"1878","Southeastern Baptist College","Laurel","MS","39440-9989","www.southeasternbaptist.edu","31.748512","-89.149373","NULL",2,"32","NULL",7865,"0","0","0","0","0","0","0","0","0","0","2","0"
"1879","Southwest Mississippi Community College","Summit","MS","39666-0000","www.smcc.edu","31.295121","-90.443295","NULL",1,"33","NULL",9496,"0","0","0","0","0","0","0","0","0","0","0","0"
"1880","University of Southern Mississippi","Hattiesburg","MS","39406-0001","www.usm.edu","31.32661","-89.331236","0.6014",1,"13","1070",20469,"0","0","1","1","2","1","1","1","1","1","2","1"
"1881","Magnolia College of Cosmetology","Jackson","MS","39206","www.mcocjackson.com","32.359614","-90.151826","NULL",3,"12","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"1882","Tougaloo College","Tougaloo","MS","39174","www.tougaloo.edu","32.403014","-90.16076","0.518",2,"12","954",21098,"0","0","0","1","1","0","1","1","1","1","0","1"
"1883","Wesley Biblical Seminary","Jackson","MS","39206-4945","www.wbs.edu","32.355011","-90.159447","NULL",2,"12","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"1884","William Carey University","Hattiesburg","MS","39401-5499","www.wmcarey.edu","31.305264","-89.291815","0.5103",2,"13","1091",25731,"0","0","0","0","2","0","1","1","1","1","1","1"
"1885","Aquinas Institute of Theology","Saint Louis","MO","63108-3323","www.ai.edu","38.634329","-90.237795","NULL",2,"11","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"1886","Evangel University - Assemblies of God Theological Seminary","Springfield","MO","65802-2131","www.agts.edu","37.224239","-93.262209","NULL",2,"12","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"1887","Avila University","Kansas City","MO","64145-1698","https://www.Avila.edu","38.91339","-94.591758","0.563",2,"11","985",37233,"0","0","0","1","1","0","1","1","1","1","2","1"
"1888","Baptist Bible College","Springfield","MO","65803-3498","www.gobbc.edu","37.239696","-93.284286","NULL",2,"12","NULL",19800,"0","0","0","0","1","0","0","0","0","0","1","0"
"1889","House of Heavilin Beauty College-Blue Springs","Blue Springs","MO","64014","kc-hair.com","38.997932","-94.272412","NULL",3,"21","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"1890","Cox College","Springfield","MO","65802","www.coxcollege.edu","37.225116","-93.290233","0.5926",2,"12","NULL",23818,"0","0","0","0","0","0","0","0","0","0","0","0"
"1891","Calvary University","Kansas City","MO","64147-1341","www.calvary.edu","38.839578","-94.547927","0.9773",2,"11","1019",18576,"0","0","0","1","1","0","0","0","0","0","2","1"
"1892","Cape Girardeau Career and Technology Center","Cape Girardeau","MO","63703-7511","www.capectc.org","37.274001","-89.565366","NULL",1,"13","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"1893","Central Christian College of the Bible","Moberly","MO","65270-1997","www.cccb.edu","39.395963","-92.427259","0.276",2,"32","1026",21348,"0","0","0","0","0","0","0","0","0","0","0","0"
"1894","Central Methodist University-College of Liberal Arts and Sciences","Fayette","MO","65248-1198","www.centralmethodist.edu/","39.150497","-92.685253","0.6103",2,"32","1023",35660,"0","1","0","1","1","0","1","1","1","1","1","1"
"1895","University of Central Missouri","Warrensburg","MO","64093","www.ucmo.edu","38.759111","-93.737428","0.7462",1,"32","1050",18808,"1","0","0","1","2","0","1","1","1","1","1","1"
